Customer ID,age,workclass,education,marital-status,occupation,relationship,sex,hours-per-week,Response,capital-loss,num-products,capital-gain
21502,30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,60,No,0,13,
21503,38,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,40,No,0,9,341.1
21504,57,Private,HS-grad,Widowed,Sales,Not-in-family,Female,30,No,0,9,
21505,64,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,60,Yes,0,15,9999.9
21506,48,Private,Masters,Never-married,Prof-specialty,Not-in-family,Male,60,No,0,14,
21507,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,42,Yes,0,13,
21508,46,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,Male,45,Yes,1887,9,
21509,51,?,HS-grad,Married-civ-spouse,?,Husband,Male,40,No,0,9,
21510,55,Self-emp-inc,HS-grad,Divorced,Exec-managerial,Unmarried,Male,60,Yes,2444,9,
21511,44,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,Female,40,No,1980,12,
21512,50,Private,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,Male,40,No,0,11,
21513,58,Private,HS-grad,Widowed,Exec-managerial,Not-in-family,Male,55,Yes,0,9,
21514,27,Federal-gov,Assoc-voc,Never-married,Tech-support,Unmarried,Male,40,No,0,11,115.1
21515,52,Private,Masters,Divorced,Prof-specialty,Unmarried,Female,40,No,0,14,
21516,30,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,40,No,0,10,
21517,49,Private,10th,Married-civ-spouse,Transport-moving,Husband,Male,99,Yes,0,6,
21518,32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,40,No,0,9,
21519,44,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,Male,60,Yes,0,13,
21520,63,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,Male,32,No,0,3,
21521,60,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,40,Yes,0,13,768.8
21522,55,Private,Some-college,Married-civ-spouse,Tech-support,Husband,Male,40,No,0,10,
21523,77,Self-emp-not-inc,12th,Divorced,Transport-moving,Not-in-family,Male,12,No,0,8,
21524,55,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,55,Yes,0,14,
21525,51,Private,HS-grad,Never-married,Craft-repair,Own-child,Male,35,No,0,9,
21526,35,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,40,No,0,10,
21527,26,?,HS-grad,Married-AF-spouse,?,Wife,Female,42,No,1651,9,
21528,33,Private,Bachelors,Divorced,Sales,Not-in-family,Male,40,No,0,13,
21529,34,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,47,Yes,0,13,
21530,52,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Male,48,Yes,0,13,
21531,50,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,40,No,0,9,
21532,48,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,45,Yes,0,16,1502.4
21533,24,Private,Bachelors,Never-married,Tech-support,Not-in-family,Male,40,No,0,13,
21534,44,Private,Assoc-acdm,Married-civ-spouse,Other-service,Husband,Male,40,No,0,12,
21535,40,Private,HS-grad,Divorced,Priv-house-serv,Unmarried,Female,32,No,0,9,
21536,61,Local-gov,Some-college,Divorced,Craft-repair,Unmarried,Male,40,No,0,10,
21537,60,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,40,No,0,9,
21538,18,?,11th,Never-married,?,Own-child,Male,25,No,0,7,
21539,47,Private,Some-college,Divorced,Craft-repair,Unmarried,Male,40,Yes,0,10,
21540,30,Federal-gov,Some-college,Married-civ-spouse,Armed-Forces,Husband,Male,48,Yes,0,10,
21541,44,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Female,38,Yes,0,9,
21542,60,Private,10th,Married-civ-spouse,Craft-repair,Husband,Male,50,No,0,6,
21543,44,Private,HS-grad,Divorced,Handlers-cleaners,Other-relative,Female,40,No,0,9,
21544,33,Private,Bachelors,Separated,Tech-support,Unmarried,Female,40,No,0,13,545.5
21545,38,Private,HS-grad,Separated,Priv-house-serv,Unmarried,Female,40,No,0,9,
21546,42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Female,17,Yes,1485,13,
21547,45,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,45,Yes,0,13,
21548,40,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,50,Yes,0,14,
21549,40,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,40,Yes,0,10,
21550,60,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,40,Yes,0,13,729.8
21551,40,Self-emp-not-inc,HS-grad,Divorced,Other-service,Own-child,Female,40,No,0,9,
21552,45,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,40,No,0,13,
21553,51,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Not-in-family,Male,20,Yes,0,14,1052
21554,31,Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,Male,35,No,0,9,
21555,19,Private,11th,Never-married,Machine-op-inspct,Own-child,Male,40,No,0,7,
21556,24,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,40,No,0,13,
21557,51,Private,9th,Never-married,Other-service,Not-in-family,Female,40,No,0,5,
21558,28,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,50,No,0,13,
21559,31,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Female,40,No,0,12,
21560,19,Private,HS-grad,Never-married,Transport-moving,Own-child,Male,46,No,0,9,
21561,39,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,56,No,0,14,501.3
21562,27,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,40,No,0,13,
21563,39,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,40,Yes,0,9,
21564,45,Private,Masters,Divorced,Adm-clerical,Unmarried,Female,40,No,0,14,
21565,21,Private,Assoc-voc,Never-married,Exec-managerial,Other-relative,Male,40,No,0,11,
21566,67,Private,10th,Married-civ-spouse,Protective-serv,Husband,Male,16,No,0,6,
21567,28,Private,9th,Married-civ-spouse,Craft-repair,Husband,Male,40,No,0,5,
21568,28,Private,HS-grad,Never-married,Other-service,Not-in-family,Female,46,No,0,9,
21569,48,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,40,Yes,0,10,
21570,24,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,20,No,0,13,
21571,66,?,Bachelors,Married-civ-spouse,?,Wife,Female,4,No,0,13,
21572,23,Private,HS-grad,Separated,Adm-clerical,Not-in-family,Female,40,No,0,9,
21573,17,Private,10th,Never-married,Other-service,Own-child,Female,20,No,0,6,
21574,21,Private,HS-grad,Never-married,Adm-clerical,Own-child,Female,40,No,0,9,
21575,30,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,40,No,0,9,
21576,53,Private,HS-grad,Married-civ-spouse,Sales,Wife,Female,40,No,0,9,
21577,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,60,Yes,0,13,
21578,39,Private,11th,Divorced,Other-service,Unmarried,Female,40,No,0,7,
21579,38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,43,No,0,11,
21580,33,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Male,45,No,0,12,
21581,36,Private,Bachelors,Divorced,Exec-managerial,Unmarried,Female,40,No,0,13,
21582,53,Private,Bachelors,Widowed,Adm-clerical,Unmarried,Female,52,No,0,13,
21583,32,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Female,50,No,0,9,
21584,52,Local-gov,Some-college,Widowed,Tech-support,Unmarried,Female,40,No,0,10,
21585,31,Private,11th,Separated,Other-service,Not-in-family,Male,38,No,0,7,
21586,35,Private,12th,Divorced,Protective-serv,Other-relative,Male,40,No,0,8,
21587,49,Self-emp-not-inc,HS-grad,Divorced,Machine-op-inspct,Unmarried,Female,40,No,0,9,
21588,28,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,Male,40,No,0,12,
21589,75,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,40,Yes,0,9,
21590,43,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,Male,40,No,0,12,
21591,22,Self-emp-inc,HS-grad,Never-married,Adm-clerical,Unmarried,Female,40,No,0,9,
21592,43,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,40,No,0,9,
21593,40,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,60,Yes,0,13,
21594,29,Private,Some-college,Never-married,Transport-moving,Not-in-family,Male,40,No,0,10,
21595,21,Private,11th,Married-civ-spouse,Craft-repair,Husband,Male,60,No,0,7,
21596,44,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,Male,40,No,0,11,
21597,33,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,45,Yes,0,10,310.3
21598,38,Private,Bachelors,Never-married,Sales,Not-in-family,Male,48,Yes,0,13,
21599,29,Private,HS-grad,Never-married,Other-service,Not-in-family,Female,32,No,0,9,
21600,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,55,Yes,0,9,
21601,27,Self-emp-inc,12th,Married-civ-spouse,Adm-clerical,Husband,Male,40,Yes,0,8,
21602,20,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Male,40,No,0,9,
21603,35,State-gov,Masters,Never-married,Adm-clerical,Not-in-family,Male,40,No,0,14,
21604,59,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,40,Yes,0,10,
21605,19,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Own-child,Female,32,No,0,10,
21606,27,Private,10th,Divorced,Machine-op-inspct,Other-relative,Female,40,No,0,6,
21607,41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,50,Yes,1887,13,
21608,35,Self-emp-inc,Assoc-acdm,Never-married,Farming-fishing,Own-child,Male,50,No,0,12,
21609,26,Private,HS-grad,Married-civ-spouse,Other-service,Own-child,Female,30,No,0,9,
21610,32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,55,Yes,0,13,
21611,23,?,11th,Separated,?,Not-in-family,Female,35,No,0,7,
21612,23,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,Male,50,No,0,11,
21613,21,Private,HS-grad,Never-married,Other-service,Own-child,Female,30,No,0,9,
21614,58,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,24,No,0,9,
21615,58,Private,HS-grad,Widowed,Priv-house-serv,Not-in-family,Female,28,No,0,9,
21616,19,Self-emp-not-inc,HS-grad,Never-married,Sales,Own-child,Male,20,No,0,9,
21617,29,Private,Some-college,Divorced,Handlers-cleaners,Unmarried,Female,36,No,0,10,
21618,25,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,Female,40,No,0,12,
21619,29,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,Male,40,No,0,12,
21620,18,Private,11th,Never-married,Sales,Own-child,Female,12,No,0,7,
21621,23,Private,Some-college,Never-married,Other-service,Own-child,Male,35,No,0,10,
21622,52,Private,Some-college,Married-civ-spouse,Sales,Own-child,Female,40,No,0,10,
21623,23,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,Female,12,No,0,13,
21624,18,Private,HS-grad,Never-married,Sales,Own-child,Female,20,No,0,9,
21625,39,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,55,Yes,0,13,1502.4
21626,34,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,Male,40,No,0,5,
21627,39,Private,Some-college,Divorced,Sales,Unmarried,Female,40,No,0,10,
21628,30,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Male,40,No,0,11,
21629,50,Private,Some-college,Divorced,Adm-clerical,Unmarried,Female,38,No,0,10,341.8
21630,68,?,5th-6th,Married-spouse-absent,?,Not-in-family,Male,30,No,0,3,
21631,32,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Male,40,No,0,9,
21632,29,Private,10th,Never-married,Other-service,Own-child,Female,38,No,0,6,
21633,29,Private,HS-grad,Divorced,Other-service,Not-in-family,Female,30,No,0,9,
21634,31,Self-emp-not-inc,HS-grad,Divorced,Other-service,Unmarried,Female,40,No,0,9,
21635,25,Private,5th-6th,Married-spouse-absent,Handlers-cleaners,Other-relative,Male,40,No,0,3,
21636,30,State-gov,Some-college,Never-married,Prof-specialty,Not-in-family,Female,40,No,0,10,
21637,56,Local-gov,10th,Widowed,Other-service,Unmarried,Female,25,No,0,6,
21638,42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,40,Yes,1887,10,
21639,52,Private,Some-college,Divorced,Other-service,Unmarried,Female,50,No,0,10,
21640,37,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,55,Yes,0,14,
21641,27,Private,Some-college,Never-married,Other-service,Own-child,Male,20,No,1721,10,
21642,32,?,Some-college,Never-married,?,Other-relative,Male,40,No,0,10,
21643,19,Private,HS-grad,Never-married,Other-service,Own-child,Female,24,No,0,9,
21644,37,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,40,No,0,9,
21645,46,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,50,Yes,0,9,
21646,33,Private,HS-grad,Never-married,Other-service,Not-in-family,Male,40,No,0,9,
21647,40,Private,Some-college,Divorced,Craft-repair,Unmarried,Male,40,Yes,0,10,
21648,44,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,Male,40,Yes,0,13,
21649,34,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,48,Yes,0,13,
21650,60,Private,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,Female,40,No,0,10,
21651,48,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,40,No,0,10,240.7
21652,39,Private,11th,Married-civ-spouse,Other-service,Husband,Male,40,No,0,7,
21653,24,Private,9th,Never-married,Sales,Own-child,Male,48,No,0,5,
21654,65,?,7th-8th,Married-civ-spouse,?,Husband,Male,27,No,0,4,229
21655,63,?,HS-grad,Married-civ-spouse,?,Husband,Male,32,No,0,9,
21656,28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,40,Yes,0,9,
21657,33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,46,Yes,1902,9,
21658,28,Private,HS-grad,Never-married,Sales,Other-relative,Male,40,No,0,9,
21659,34,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,Female,45,Yes,0,12,
21660,25,Private,11th,Married-civ-spouse,Craft-repair,Husband,Male,40,No,0,7,
21661,74,?,HS-grad,Married-civ-spouse,?,Husband,Male,48,No,0,9,
21662,28,Private,12th,Never-married,Craft-repair,Not-in-family,Male,40,No,0,8,
21663,23,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,40,No,0,11,
21664,25,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,Female,40,No,0,10,
21665,19,Private,HS-grad,Never-married,Sales,Own-child,Male,15,No,0,9,
21666,48,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,40,No,0,13,
21667,60,Private,Masters,Divorced,Sales,Not-in-family,Male,50,No,0,14,
21668,26,Private,11th,Never-married,Transport-moving,Not-in-family,Male,40,No,0,7,
21669,38,Federal-gov,HS-grad,Divorced,Craft-repair,Unmarried,Male,40,No,0,9,
21670,53,Private,Some-college,Separated,Other-service,Own-child,Female,39,No,0,10,
21671,30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,40,No,0,9,
21672,53,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Wife,Female,30,No,0,10,
21673,22,?,10th,Never-married,?,Other-relative,Male,40,No,0,6,
21674,41,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,99,Yes,0,13,
21675,42,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Male,50,No,0,9,
21676,22,Private,Bachelors,Never-married,Other-service,Own-child,Female,20,No,0,13,
21677,27,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,60,No,0,13,
21678,44,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,Female,40,No,0,15,
21679,58,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Female,45,No,0,9,
21680,28,Private,Doctorate,Never-married,Prof-specialty,Own-child,Male,30,No,0,16,
21681,48,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,40,No,0,10,
21682,43,?,HS-grad,Married-civ-spouse,?,Husband,Male,40,Yes,0,9,
21683,41,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,40,No,0,10,
21684,50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,40,No,0,14,
21685,46,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,40,No,0,9,
21686,35,Private,Some-college,Married-civ-spouse,Sales,Wife,Female,40,Yes,0,10,
21687,24,Private,Some-college,Never-married,Other-service,Unmarried,Female,20,No,0,10,
21688,56,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,40,No,0,14,
21689,42,Private,Bachelors,Never-married,Adm-clerical,Own-child,Female,35,No,0,13,
21690,27,Private,11th,Separated,Sales,Not-in-family,Male,40,No,0,7,
21691,35,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,Male,36,No,0,11,
21692,49,Private,HS-grad,Never-married,Other-service,Own-child,Female,40,No,0,9,
21693,39,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,50,No,0,10,
21694,28,Private,Assoc-voc,Never-married,Other-service,Not-in-family,Male,40,No,0,11,
21695,45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,50,No,0,9,
21696,66,Private,HS-grad,Widowed,Sales,Not-in-family,Female,16,No,0,9,
21697,19,Private,Some-college,Never-married,Craft-repair,Own-child,Female,40,No,0,10,
21698,18,Private,Some-college,Never-married,Priv-house-serv,Own-child,Female,15,No,0,10,
21699,47,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,45,Yes,0,13,768.8
21700,48,Private,Assoc-voc,Divorced,Tech-support,Unmarried,Female,41,No,0,11,
21701,26,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,20,No,0,13,
21702,49,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,Female,32,Yes,0,14,956.2
21703,50,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,Male,40,Yes,0,14,1502.4
21704,47,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,42,Yes,1902,15,
21705,30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,40,No,0,13,
21706,44,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,Male,20,No,0,10,
21707,70,?,HS-grad,Widowed,?,Unmarried,Female,20,No,0,9,
21708,47,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,40,Yes,0,9,
21709,52,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,40,Yes,0,9,
21710,32,Private,HS-grad,Divorced,Craft-repair,Unmarried,Male,99,No,0,9,
21711,39,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,40,Yes,0,10,517.8
21712,47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,45,Yes,0,13,
21713,42,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Male,40,No,0,9,
21714,33,Private,Masters,Married-civ-spouse,Tech-support,Wife,Female,15,No,0,14,
21715,29,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Female,40,No,0,9,
21716,27,?,HS-grad,Separated,?,Unmarried,Female,40,No,0,9,
21717,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,40,Yes,1902,13,
21718,42,Local-gov,Masters,Married-civ-spouse,Protective-serv,Husband,Male,35,Yes,0,14,768.8
21719,28,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,40,Yes,1902,10,
21720,19,Private,HS-grad,Never-married,Other-service,Own-child,Female,40,No,0,9,
21721,30,Private,Some-college,Never-married,Machine-op-inspct,Unmarried,Male,40,No,0,10,
21722,71,Private,HS-grad,Widowed,Prof-specialty,Not-in-family,Female,40,No,0,9,
21723,53,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,40,Yes,0,9,
21724,64,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,Male,40,No,0,3,210.5
21725,44,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,Female,50,No,0,14,
21726,72,Private,Some-college,Widowed,Adm-clerical,Unmarried,Female,20,No,0,10,
21727,64,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,Male,70,No,0,4,
21728,51,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,40,No,0,9,
21729,51,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Male,40,Yes,0,10,
21730,55,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,35,No,0,9,
21731,34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,45,Yes,0,13,
21732,36,Private,Some-college,Never-married,Craft-repair,Not-in-family,Male,40,No,0,10,
21733,20,Private,Some-college,Never-married,Sales,Own-child,Male,35,No,0,10,
21734,25,Private,HS-grad,Never-married,Sales,Own-child,Female,25,No,0,9,
21735,40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,50,No,0,9,282.9
21736,24,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,50,No,0,9,
21737,39,Private,HS-grad,Never-married,Tech-support,Not-in-family,Male,35,No,0,9,
21738,56,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,40,Yes,0,14,
21739,25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,60,No,0,13,
21740,38,Self-emp-inc,Some-college,Divorced,Exec-managerial,Not-in-family,Male,45,No,0,10,
21741,22,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,Male,40,No,0,10,
21742,29,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Male,43,No,0,12,
21743,25,Private,12th,Never-married,Other-service,Own-child,Male,40,No,0,8,
21744,36,Private,Some-college,Never-married,Transport-moving,Not-in-family,Male,50,No,0,10,
21745,50,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,Female,60,Yes,0,9,9999.9
21746,22,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,40,No,0,9,
21747,19,Private,10th,Never-married,Farming-fishing,Other-relative,Male,40,No,0,6,
21748,20,Private,Some-college,Never-married,Sales,Own-child,Female,12,No,0,10,
21749,54,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,40,Yes,0,14,
21750,32,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,Male,30,No,0,13,
21751,28,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,Male,40,No,0,12,
21752,44,?,HS-grad,Divorced,?,Unmarried,Female,50,No,0,9,
21753,59,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,40,Yes,0,13,9999.9
21754,52,Private,9th,Married-civ-spouse,Farming-fishing,Husband,Male,60,Yes,0,5,
21755,19,?,Some-college,Never-married,?,Not-in-family,Female,30,No,0,10,
21756,39,Private,HS-grad,Married-civ-spouse,Protective-serv,Wife,Female,15,Yes,0,9,
21757,22,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,45,No,0,9,
21758,24,?,Some-college,Never-married,?,Not-in-family,Female,38,No,0,10,
21759,57,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,45,Yes,0,14,
21760,18,Private,11th,Never-married,Other-service,Own-child,Male,40,No,0,7,
21761,31,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,Female,40,Yes,0,10,
21762,25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,45,No,0,13,
21763,37,Private,12th,Divorced,Machine-op-inspct,Unmarried,Female,40,No,0,8,
21764,26,Private,1st-4th,Never-married,Handlers-cleaners,Not-in-family,Male,55,No,0,2,
21765,32,Private,HS-grad,Never-married,Craft-repair,Own-child,Male,40,No,0,9,
21766,53,State-gov,7th-8th,Married-spouse-absent,Other-service,Unmarried,Female,45,No,0,4,
21767,49,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,50,Yes,0,16,1502.4
21768,34,?,7th-8th,Separated,?,Unmarried,Female,40,No,0,4,
21769,65,Self-emp-inc,HS-grad,Divorced,Sales,Not-in-family,Female,40,No,0,9,672.3
21770,52,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,Male,40,No,0,13,
21771,30,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,40,No,0,9,
21772,40,Private,Assoc-voc,Never-married,Transport-moving,Not-in-family,Male,32,No,0,11,
21773,28,Private,Assoc-acdm,Never-married,Machine-op-inspct,Not-in-family,Male,40,No,0,12,
21774,28,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Male,40,No,0,9,
21775,45,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,50,Yes,1977,15,
21776,40,Local-gov,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Male,50,Yes,0,15,
21777,42,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,Male,45,No,0,12,
21778,25,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,40,No,0,13,
21779,77,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,20,No,0,10,
21780,64,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,Male,40,No,0,11,
21781,43,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,40,Yes,0,10,
21782,30,Private,Masters,Never-married,Prof-specialty,Not-in-family,Male,40,No,0,14,
21783,43,Local-gov,Some-college,Married-civ-spouse,Farming-fishing,Husband,Male,40,No,2002,10,
21784,40,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,Male,48,No,0,10,
21785,31,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,55,Yes,0,9,
21786,25,Private,7th-8th,Divorced,Craft-repair,Own-child,Male,45,No,0,4,
21787,19,Private,HS-grad,Never-married,Tech-support,Not-in-family,Male,40,No,0,9,
21788,41,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,70,Yes,1887,9,
21789,51,Private,10th,Divorced,Adm-clerical,Other-relative,Female,30,No,0,6,
21790,31,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,Male,35,No,0,6,
21791,35,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Female,40,No,0,9,
21792,52,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,40,Yes,0,13,
21793,41,State-gov,Some-college,Never-married,Adm-clerical,Unmarried,Female,40,No,1504,10,
21794,27,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Male,60,No,0,9,
21795,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,40,No,0,9,406.4
21796,38,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,40,Yes,0,9,
21797,34,?,11th,Married-civ-spouse,?,Husband,Male,40,No,0,7,
21798,27,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Male,40,No,0,9,
